FlatFileSource_Name,FlatFileSource_ConnectionName,FlatFileSource_DataType,FlatFileSource_ColumnDelimiter,FlatFileSource_Property,FlatFileSource_Format,OleDbSource_Name,OleDbSource_ConnectionName,OleDbSource_ReadSolids,OleDbSource_Property,MergeJoinTransform_Name,MergeJoinTransform_JoinType,MergeJoinTransform_JoinInput,MergeJoinTransform_JoinCondition,LookupTransform_Name,LookupTransform_InputName,LookupTransform_DestinationName,LookupTransform_LookupOutputColumn,LookupTransform_LookupSource,LookupTransform_LookupCondition,ExpressionTransform_Name,ExpressionTransform_InputName,OleDbDestination_Name,OleDbDestination_ConnectionName,OleDbDestination_Property,FlatFileDestination_Name,FlatFileDestination_ConnectionName,FlatFileDestination_DataType,FlatFileDestination_Format,FlatFileDestination_Property,xml_filename
EmployeeEmployeeOrders,s3://source-delta-lake/data/EmployeeEmployeeOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'EmployeeEmployeeOrders.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EmployeeEmployeeOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT EmployeeOrderID ,  EmployeeID FROM EmployeeOrders WHERE EmployeeID IS NOT NULL'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeEmployeeOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProductEmployeeOrders'}]",{'@JoinExpression': 'ProductData.ProductOrderID  = InventoryData.ProductOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Float32'}","{'@Name': 'EmployeeEmployeeOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EmployeeOrderID  = EmployeeEmployeeOrders.EmployeeOrderID '},ExpressionTransform1,MultiCast,EmployeeEmployeeOrders,DatabaseConnection,"[{'@Name': 'EmployeeEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}, {'@Name': 'ProductEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}]",EmployeeEmployeeOrders,s3://delta-lake/EmployeeEmployeeOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeEmployeeOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml37.xml
ProductEmployeeOrders,s3://source-delta-lake/ProductEmployeeOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'ProductEmployeeOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '90'}]",FixedWidth,ProductEmployeeOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ProductOrderID ,  ProductID FROM ProductOrders'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeEmployeeOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProductEmployeeOrders'}]",{'@JoinExpression': 'ProductData.ProductOrderID  = InventoryData.ProductOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Float8'}","{'@Name': 'ProductEmployeeOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EmployeeOrderID  = ProductEmployeeOrders.EmployeeOrderID '},ExpressionTransform2,Sort,ProductEmployeeOrders,DatabaseConnection,"[{'@Name': 'EmployeeEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}, {'@Name': 'ProductEmployeeOrders', '#text': 'ProcessedEmployeeOrders'}]",ProductEmployeeOrders,s3://delta-lake/ProductEmployeeOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ProductEmployeeOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml37.xml
SalesSalesOrders,s3a://source-delta-lake/SalesSalesOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'SalesSalesOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,SalesSalesOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SalesOrderID ,  ReturnOrderID  FROM SalesOrders WHERE Country = 'Germany' OR Country = 'Spain';'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SalesSalesOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ReturnSalesOrders'}]",{'@JoinExpression': 'ProductData.ReturnOrderID  = InventoryData.ReturnOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' ReturnOrderID ', '@DataType': 'Float64'}","{'@Name': 'SalesSalesOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SalesOrderID  = SalesSalesOrders.SalesOrderID '},ExpressionTransform1,LookUp,SalesSalesOrders,DatabaseConnection,"[{'@Name': 'SalesSalesOrders', '#text': 'ProcessedSalesOrders'}, {'@Name': 'ReturnSalesOrders', '#text': 'ProcessedSalesOrders'}]",SalesSalesOrders,s3://delta-lake/SalesSalesOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SalesSalesOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml38.xml
ReturnSalesOrders,s3://source-delta-lake/data/ReturnSalesOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'ReturnSalesOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '130'}]",FixedWidth,ReturnSalesOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ReturnOrderID ,  OrderID FROM ReturnOrders'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SalesSalesOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ReturnSalesOrders'}]",{'@JoinExpression': 'ProductData.ReturnOrderID  = InventoryData.ReturnOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' ReturnOrderID ', '@DataType': 'Float64'}","{'@Name': 'ReturnSalesOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SalesOrderID  = ReturnSalesOrders.SalesOrderID '},ExpressionTransform2,LookUp,ReturnSalesOrders,DatabaseConnection,"[{'@Name': 'SalesSalesOrders', '#text': 'ProcessedSalesOrders'}, {'@Name': 'ReturnSalesOrders', '#text': 'ProcessedSalesOrders'}]",ReturnSalesOrders,s3://delta-lake/ReturnSalesOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ReturnSalesOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml38.xml
ServiceRequests,s3a://source-delta-lake/data/ServiceRequests/,Text,|,"[{'@Name': 'FileName', '#text': 'ServiceRequests.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,ServiceRequests,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ServiceRequestID ,  CustomerID FROM ServiceRequests, WHERE CustomerName LIKE 'a%'; '}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ServiceRequests'}, {'@OutputName': 'InventoryData', '@SourceName': 'InventoryServiceRequests'}]",{'@JoinExpression': 'ProductData.InventoryOrderID  = InventoryData.InventoryOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int8'}","{'@Name': 'ServiceRequests', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ServiceRequestID  = ServiceRequests.ServiceRequestID '},ExpressionTransform1,MergeJoin,ServiceRequests,DatabaseConnection,"[{'@Name': 'ServiceRequests', '#text': 'ProcessedServiceRequests'}, {'@Name': 'InventoryServiceRequests', '#text': 'ProcessedServiceRequests'}]",ServiceRequests,s3://delta-lake/ServiceRequests/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ServiceRequests.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml39.xml
InventoryServiceRequests,s3://source-delta-lake/data/InventoryServiceRequests/,Text,",","[{'@Name': 'FileName', '#text': 'InventoryServiceRequests.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '170'}]",FixedWidth,InventoryServiceRequests,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT InventoryOrderID ,  ProductID FROM InventoryOrders'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ServiceRequests'}, {'@OutputName': 'InventoryData', '@SourceName': 'InventoryServiceRequests'}]",{'@JoinExpression': 'ProductData.InventoryOrderID  = InventoryData.InventoryOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float64'}","{'@Name': 'InventoryServiceRequests', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ServiceRequestID  = InventoryServiceRequests.ServiceRequestID '},ExpressionTransform2,MergeJoin,InventoryServiceRequests,DatabaseConnection,"[{'@Name': 'ServiceRequests', '#text': 'ProcessedServiceRequests'}, {'@Name': 'InventoryServiceRequests', '#text': 'ProcessedServiceRequests'}]",InventoryServiceRequests,s3://delta-lake/InventoryServiceRequests/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'InventoryServiceRequests.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml39.xml
RepairRepairOrders,s3a://source-delta-lake/data/RepairRepairOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'RepairRepairOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,RepairRepairOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT RepairOrderID ,  ProjectOrderID  FROM RepairOrders'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'RepairRepairOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProjectRepairOrders'}]",{'@JoinExpression': 'ProductData.ProjectOrderID  = InventoryData.ProjectOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' ProjectOrderID ', '@DataType': 'Int16'}","{'@Name': 'RepairRepairOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RepairOrderID  = RepairRepairOrders.RepairOrderID '},ExpressionTransform1,LookUp,RepairRepairOrders,DatabaseConnection,"[{'@Name': 'RepairRepairOrders', '#text': 'ProcessedRepairOrders'}, {'@Name': 'ProjectRepairOrders', '#text': 'ProcessedRepairOrders'}]",RepairRepairOrders,s3://delta-lake/RepairRepairOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'RepairRepairOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml40.xml
ProjectRepairOrders,s3a://source-delta-lake/ProjectRepairOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'ProjectRepairOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '190'}]",FixedWidth,ProjectRepairOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ProjectOrderID ,  ProjectID FROM ProjectOrders'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'RepairRepairOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProjectRepairOrders'}]",{'@JoinExpression': 'ProductData.ProjectOrderID  = InventoryData.ProjectOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' ProjectOrderID ', '@DataType': 'Float16'}","{'@Name': 'ProjectRepairOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RepairOrderID  = ProjectRepairOrders.RepairOrderID '},ExpressionTransform2,UnionAll,ProjectRepairOrders,DatabaseConnection,"[{'@Name': 'RepairRepairOrders', '#text': 'ProcessedRepairOrders'}, {'@Name': 'ProjectRepairOrders', '#text': 'ProcessedRepairOrders'}]",ProjectRepairOrders,s3://delta-lake/ProjectRepairOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ProjectRepairOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml40.xml
SubscriptionSubscriptionOrders,s3://source-delta-lake/SubscriptionSubscriptionOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'SubscriptionSubscriptionOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,SubscriptionSubscriptionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SubscriptionOrderID ,  CustomerID FROM SubscriptionOrders'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionSubscriptionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TrainingSubscriptionOrders'}]",{'@JoinExpression': 'ProductData.TrainingOrderID  = InventoryData.TrainingOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float64'}","{'@Name': 'SubscriptionSubscriptionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SubscriptionOrderID  = SubscriptionSubscriptionOrders.SubscriptionOrderID '},ExpressionTransform1,MergeJoin,SubscriptionSubscriptionOrders,DatabaseConnection,"[{'@Name': 'SubscriptionSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}, {'@Name': 'TrainingSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}]",SubscriptionSubscriptionOrders,s3://delta-lake/SubscriptionSubscriptionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SubscriptionSubscriptionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml41.xml
TrainingSubscriptionOrders,s3a://source-delta-lake/TrainingSubscriptionOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'TrainingSubscriptionOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '130'}]",FixedWidth,TrainingSubscriptionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TrainingOrderID ,  TrainingID FROM TrainingOrders'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionSubscriptionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TrainingSubscriptionOrders'}]",{'@JoinExpression': 'ProductData.TrainingOrderID  = InventoryData.TrainingOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Text'}","{'@Name': 'TrainingSubscriptionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SubscriptionOrderID  = TrainingSubscriptionOrders.SubscriptionOrderID '},ExpressionTransform2,Merge,TrainingSubscriptionOrders,DatabaseConnection,"[{'@Name': 'SubscriptionSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}, {'@Name': 'TrainingSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}]",TrainingSubscriptionOrders,s3://delta-lake/TrainingSubscriptionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'TrainingSubscriptionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml41.xml
MaintenanceMaintenanceOrders,s3://source-delta-lake/data/MaintenanceMaintenanceOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'MaintenanceMaintenanceOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,MaintenanceMaintenanceOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT MaintenanceOrderID ,  EquipmentID FROM MaintenanceOrders'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'MaintenanceMaintenanceOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanApplications'}]",{'@JoinExpression': 'ProductData.ApplicationID  = InventoryData.ApplicationID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EquipmentID', '@DataType': 'Int16'}","{'@Name': 'MaintenanceMaintenanceOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.MaintenanceOrderID  = MaintenanceMaintenanceOrders.MaintenanceOrderID '},ExpressionTransform1,Sort,MaintenanceMaintenanceOrders,DatabaseConnection,"[{'@Name': 'MaintenanceMaintenanceOrders', '#text': 'ProcessedMaintenanceOrders'}, {'@Name': 'LoanApplications', '#text': 'ProcessedMaintenanceOrders'}]",MaintenanceMaintenanceOrders,s3://delta-lake/MaintenanceMaintenanceOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'MaintenanceMaintenanceOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml42.xml
LoanApplications,s3://source-delta-lake/LoanApplications/,Text,;,"[{'@Name': 'FileName', '#text': 'LoanApplications.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '190'}]",FixedWidth,LoanApplications,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ApplicationID ,  CustomerID FROM LoanApplications'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'MaintenanceMaintenanceOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanApplications'}]",{'@JoinExpression': 'ProductData.ApplicationID  = InventoryData.ApplicationID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EquipmentID', '@DataType': 'Int64'}","{'@Name': 'LoanApplications', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.MaintenanceOrderID  = LoanApplications.MaintenanceOrderID '},ExpressionTransform2,UnionAll,LoanApplications,DatabaseConnection,"[{'@Name': 'MaintenanceMaintenanceOrders', '#text': 'ProcessedMaintenanceOrders'}, {'@Name': 'LoanApplications', '#text': 'ProcessedMaintenanceOrders'}]",LoanApplications,s3://delta-lake/LoanApplications/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LoanApplications.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml42.xml
InspectionInspectionOrders,s3://source-delta-lake/data/InspectionInspectionOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'InspectionInspectionOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,InspectionInspectionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT InspectionOrderID ,  FacilityID FROM InspectionOrders'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'InspectionInspectionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'MarketingInspectionOrders'}]",{'@JoinExpression': 'ProductData.MarketingOrderID  = InventoryData.MarketingOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Float16'}","{'@Name': 'InspectionInspectionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.InspectionOrderID  = InspectionInspectionOrders.InspectionOrderID '},ExpressionTransform1,LookUp,InspectionInspectionOrders,DatabaseConnection,"[{'@Name': 'InspectionInspectionOrders', '#text': 'ProcessedInspectionOrders'}, {'@Name': 'MarketingInspectionOrders', '#text': 'ProcessedInspectionOrders'}]",InspectionInspectionOrders,s3://delta-lake/InspectionInspectionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'InspectionInspectionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml43.xml
MarketingInspectionOrders,s3://source-delta-lake/data/MarketingInspectionOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'MarketingInspectionOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '170'}]",FixedWidth,MarketingInspectionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT MarketingOrderID ,  CampaignID FROM MarketingOrders'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'InspectionInspectionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'MarketingInspectionOrders'}]",{'@JoinExpression': 'ProductData.MarketingOrderID  = InventoryData.MarketingOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Text'}","{'@Name': 'MarketingInspectionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.InspectionOrderID  = MarketingInspectionOrders.InspectionOrderID '},ExpressionTransform2,Merge,MarketingInspectionOrders,DatabaseConnection,"[{'@Name': 'InspectionInspectionOrders', '#text': 'ProcessedInspectionOrders'}, {'@Name': 'MarketingInspectionOrders', '#text': 'ProcessedInspectionOrders'}]",MarketingInspectionOrders,s3://delta-lake/MarketingInspectionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'MarketingInspectionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml43.xml
SubscriptionRenewals,s3a://source-delta-lake/SubscriptionRenewals/,Text,|,"[{'@Name': 'FileName', '#text': 'SubscriptionRenewals.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,SubscriptionRenewals,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT RenewalID ,  SubscriptionID FROM SubscriptionRenewals'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionRenewals'}, {'@OutputName': 'InventoryData', '@SourceName': 'LicenseSubscriptionRenewals'}]",{'@JoinExpression': 'ProductData.LicenseOrderID  = InventoryData.LicenseOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' SubscriptionID', '@DataType': 'Int32'}","{'@Name': 'SubscriptionRenewals', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RenewalID  = SubscriptionRenewals.RenewalID '},ExpressionTransform1,MultiCast,SubscriptionRenewals,DatabaseConnection,"[{'@Name': 'SubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}, {'@Name': 'LicenseSubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}]",SubscriptionRenewals,s3://delta-lake/SubscriptionRenewals/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SubscriptionRenewals.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml44.xml
LicenseSubscriptionRenewals,s3a://source-delta-lake/LicenseSubscriptionRenewals/,Text,|,"[{'@Name': 'FileName', '#text': 'LicenseSubscriptionRenewals.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '80'}]",FixedWidth,LicenseSubscriptionRenewals,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT LicenseOrderID ,  ProductID FROM LicenseOrders'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionRenewals'}, {'@OutputName': 'InventoryData', '@SourceName': 'LicenseSubscriptionRenewals'}]",{'@JoinExpression': 'ProductData.LicenseOrderID  = InventoryData.LicenseOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' SubscriptionID', '@DataType': 'Float32'}","{'@Name': 'LicenseSubscriptionRenewals', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RenewalID  = LicenseSubscriptionRenewals.RenewalID '},ExpressionTransform2,LookUp,LicenseSubscriptionRenewals,DatabaseConnection,"[{'@Name': 'SubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}, {'@Name': 'LicenseSubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}]",LicenseSubscriptionRenewals,s3://delta-lake/LicenseSubscriptionRenewals/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LicenseSubscriptionRenewals.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml44.xml
LeaseLeaseOrders,s3a://source-delta-lake/data/LeaseLeaseOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'LeaseLeaseOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,LeaseLeaseOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT LeaseOrderID ,  PropertyID FROM LeaseOrders'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'LeaseLeaseOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'AdvertisementLeaseOrders'}]",{'@JoinExpression': 'ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' PropertyID', '@DataType': 'Int16'}","{'@Name': 'LeaseLeaseOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.LeaseOrderID  = LeaseLeaseOrders.LeaseOrderID '},ExpressionTransform1,MultiCast,LeaseLeaseOrders,DatabaseConnection,"[{'@Name': 'LeaseLeaseOrders', '#text': 'ProcessedLeaseOrders'}, {'@Name': 'AdvertisementLeaseOrders', '#text': 'ProcessedLeaseOrders'}]",LeaseLeaseOrders,s3://delta-lake/LeaseLeaseOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LeaseLeaseOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml45.xml
