Cluster ID,MergeJoinTransform_JoinType,ExpressionTransform_InputName,xml_filename,MergeJoinTransform_JoinCondition_@JoinExpression,LookupTransform_LookupCondition_@JoinExpression,FlatFileSource_Name__FlatFileSource_ConnectionName__OleDbSource_Name__OleDbDestination_Name__FlatFileDestination_Name__FlatFileDestination_ConnectionName__LookupTransform_LookupSource_@Name,MergeJoinTransform_JoinInput_0_@SourceName__OleDbDestination_Property_0_@Name,MergeJoinTransform_JoinInput_1_@SourceName__OleDbDestination_Property_1_@Name,OleDbDestination_Property_0_#text__OleDbDestination_Property_1_#text
2,OuterJoin,LookUp,xml226.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = WarehouseLocation.WarehouseID ,WarehouseLocation,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,LeftJoin,MergeJoin,xml226.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = RentalEquipment.WarehouseID ,RentalEquipment,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,OuterJoin,Sort,xml227.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer. FirstName ,customer,customer,customer_address,Processedcustomer
2,RightJoin,MultiCast,xml227.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer_address. FirstName ,customer_address,customer,customer_address,Processedcustomer
4,InnerJoin,MultiCast,xml228.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = CustomerInformation.CustomerInfoID ,CustomerInformation,CustomerInformation,AccountDetails,ProcessedCustomerInformation
4,LeftJoin,Merge,xml228.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = AccountDetails.CustomerInfoID ,AccountDetails,CustomerInformation,AccountDetails,ProcessedCustomerInformation
0,LeftJoin,Sort,xml229.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = CustomerRequests.RequestID ,CustomerRequests,CustomerRequests,LoanDetails,ProcessedCustomerRequests
0,OuterJoin,LookUp,xml229.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = LoanDetails.RequestID ,LoanDetails,CustomerRequests,LoanDetails,ProcessedCustomerRequests
1,OuterJoin,Sort,xml230.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = CreditCardDetails.CardID ,CreditCardDetails,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
1,LeftJoin,MultiCast,xml230.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = TransactionHistory.CardID ,TransactionHistory,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
2,RightJoin,MergeJoin,xml231.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = CustomerCustomerOrders.OrderID ,CustomerCustomerOrders,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
2,InnerJoin,Merge,xml231.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = OrderDetails.OrderID ,OrderDetails,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
4,LeftJoin,Sort,xml232.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = PurchasePurchaseOrders.PurchaseOrderID ,PurchasePurchaseOrders,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
4,LeftJoin,LookUp,xml232.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = ShipmentRecords.PurchaseOrderID ,ShipmentRecords,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
5,RightJoin,MergeJoin,xml233.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = EmployeeEmployeeOrders.EmployeeOrderID ,EmployeeEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
5,OuterJoin,MergeJoin,xml233.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = ProductEmployeeOrders.EmployeeOrderID ,ProductEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
5,InnerJoin,UnionAll,xml234.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = SalesSalesOrders.SalesOrderID ,SalesSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,OuterJoin,LookUp,xml234.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = ReturnSalesOrders.SalesOrderID ,ReturnSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,OuterJoin,MultiCast,xml235.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = ServiceRequests.ServiceRequestID ,ServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
5,RightJoin,Sort,xml235.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = InventoryServiceRequests.ServiceRequestID ,InventoryServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
1,RightJoin,MultiCast,xml236.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = RepairRepairOrders.RepairOrderID ,RepairRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
1,RightJoin,LookUp,xml236.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = ProjectRepairOrders.RepairOrderID ,ProjectRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
5,LeftJoin,LookUp,xml237.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = SubscriptionSubscriptionOrders.SubscriptionOrderID ,SubscriptionSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
5,LeftJoin,Merge,xml237.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = TrainingSubscriptionOrders.SubscriptionOrderID ,TrainingSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
1,LeftJoin,MultiCast,xml238.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = MaintenanceMaintenanceOrders.MaintenanceOrderID ,MaintenanceMaintenanceOrders,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
1,InnerJoin,Sort,xml238.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = LoanApplications.MaintenanceOrderID ,LoanApplications,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
3,OuterJoin,Merge,xml239.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = InspectionInspectionOrders.InspectionOrderID ,InspectionInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
3,InnerJoin,LookUp,xml239.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = MarketingInspectionOrders.InspectionOrderID ,MarketingInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
1,RightJoin,MergeJoin,xml240.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = SubscriptionRenewals.RenewalID ,SubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
1,RightJoin,MultiCast,xml240.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = LicenseSubscriptionRenewals.RenewalID ,LicenseSubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
0,InnerJoin,Sort,xml241.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = LeaseLeaseOrders.LeaseOrderID ,LeaseLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
0,OuterJoin,LookUp,xml241.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = AdvertisementLeaseOrders.LeaseOrderID ,AdvertisementLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
5,OuterJoin,MultiCast,xml242.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = EventEventOrders.EventOrderID ,EventEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
5,RightJoin,MultiCast,xml242.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = TravelEventOrders.EventOrderID ,TravelEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
4,InnerJoin,MergeJoin,xml243.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = FacilityFacilityOrders.FacilityOrderID ,FacilityFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
4,LeftJoin,UnionAll,xml243.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = MembershipFacilityOrders.FacilityOrderID ,MembershipFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
0,RightJoin,Sort,xml244.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = ConsultingConsultingOrders.ConsultingOrderID ,ConsultingConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
0,LeftJoin,MergeJoin,xml244.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = SupplyConsultingOrders.ConsultingOrderID ,SupplyConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
2,RightJoin,Merge,xml245.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = TrainingMaterialTrainingMaterialOrders.MaterialOrderID ,TrainingMaterialTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
2,LeftJoin,MergeJoin,xml245.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = SurveyTrainingMaterialOrders.MaterialOrderID ,SurveyTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
0,OuterJoin,Merge,xml246.xml,ProductData.PromotionID  = InventoryData.PromotionID ,MergedData.CategoryID  = CategoryCatalog.CategoryID ,CategoryCatalog,CategoryCatalog,PromotionDetails,ProcessedCategoryCatalog
0,LeftJoin,Merge,xml246.xml,ProductData.PromotionID  = InventoryData.PromotionID ,MergedData.CategoryID  = PromotionDetails.CategoryID ,PromotionDetails,CategoryCatalog,PromotionDetails,ProcessedCategoryCatalog
1,InnerJoin,Merge,xml247.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.CompetitorID  = CompetitorAnalysis.CompetitorID ,CompetitorAnalysis,CompetitorAnalysis,CompetitorPricing,ProcessedCompetitorAnalysis
1,InnerJoin,Sort,xml247.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.CompetitorID  = CompetitorPricing.CompetitorID ,CompetitorPricing,CompetitorAnalysis,CompetitorPricing,ProcessedCompetitorAnalysis
4,InnerJoin,UnionAll,xml248.xml,ProductData.ComplianceID  = InventoryData.ComplianceID ,MergedData.RecordID  = ComplianceRecords.RecordID ,ComplianceRecords,ComplianceRecords,LegalCompliance,ProcessedComplianceRecords
4,RightJoin,LookUp,xml248.xml,ProductData.ComplianceID  = InventoryData.ComplianceID ,MergedData.RecordID  = LegalCompliance.RecordID ,LegalCompliance,ComplianceRecords,LegalCompliance,ProcessedComplianceRecords
5,RightJoin,Merge,xml249.xml,ProductData.LoyaltyID  = InventoryData.LoyaltyID ,MergedData.AcquisitionID  = CustomerAcquisition.AcquisitionID ,CustomerAcquisition,CustomerAcquisition,CustomerLoyalty,ProcessedCustomerAcquisition
5,LeftJoin,UnionAll,xml249.xml,ProductData.LoyaltyID  = InventoryData.LoyaltyID ,MergedData.AcquisitionID  = CustomerLoyalty.AcquisitionID ,CustomerLoyalty,CustomerAcquisition,CustomerLoyalty,ProcessedCustomerAcquisition
1,RightJoin,UnionAll,xml250.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData. FirstName  = CustomerInfo. FirstName ,CustomerInfo,CustomerInfo,TransactionHistory,ProcessedCustomerInfo
1,OuterJoin,Merge,xml250.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData. FirstName  = TransactionHistory. FirstName ,TransactionHistory,CustomerInfo,TransactionHistory,ProcessedCustomerInfo
5,RightJoin,MergeJoin,xml251.xml,ProductData.RetentionID  = InventoryData.RetentionID ,MergedData.PreferenceID  = CustomerPreferences.PreferenceID ,CustomerPreferences,CustomerPreferences,CustomerRetention,ProcessedCustomerPreferences
5,OuterJoin,Sort,xml251.xml,ProductData.RetentionID  = InventoryData.RetentionID ,MergedData.PreferenceID  = CustomerRetention.PreferenceID ,CustomerRetention,CustomerPreferences,CustomerRetention,ProcessedCustomerPreferences
4,InnerJoin,LookUp,xml252.xml,ProductData.LogID  = InventoryData.LogID ,MergedData.SegmentID  = CustomerSegments.SegmentID ,CustomerSegments,CustomerSegments,CustomerSupportLogs,ProcessedCustomerSegments
4,InnerJoin,MultiCast,xml252.xml,ProductData.LogID  = InventoryData.LogID ,MergedData.SegmentID  = CustomerSupportLogs.SegmentID ,CustomerSupportLogs,CustomerSegments,CustomerSupportLogs,ProcessedCustomerSegments
1,RightJoin,MergeJoin,xml253.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = DemandForecasting.ForecastID ,DemandForecasting,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
1,OuterJoin,LookUp,xml253.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = E-commerceIntegration.ForecastID ,E-commerceIntegration,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
2,LeftJoin,Sort,xml254.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeAttendance.AttendanceID ,EmployeeAttendance,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
2,OuterJoin,MultiCast,xml254.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeTraining.AttendanceID ,EmployeeTraining,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
5,LeftJoin,Merge,xml255.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeBenefits.BenefitID ,EmployeeBenefits,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
5,OuterJoin,MultiCast,xml255.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeScheduling.BenefitID ,EmployeeScheduling,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
3,LeftJoin,MergeJoin,xml256.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeDisciplinary.DisciplinaryID ,EmployeeDisciplinary,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
3,RightJoin,LookUp,xml256.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeBenefitsClaims.DisciplinaryID ,EmployeeBenefitsClaims,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
2,LeftJoin,MergeJoin,xml257.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeEngagement.EngagementID ,EmployeeEngagement,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
2,InnerJoin,LookUp,xml257.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeTrainingLogs.EngagementID ,EmployeeTrainingLogs,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
5,LeftJoin,MergeJoin,xml258.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = EnergyConsumption.ConsumptionID ,EnergyConsumption,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
2,RightJoin,MultiCast,xml258.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = FacilityInspections.ConsumptionID ,FacilityInspections,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
0,RightJoin,MultiCast,xml259.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilityUtilization.UtilizationID ,FacilityUtilization,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
0,RightJoin,MergeJoin,xml259.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilitySecurity.UtilizationID ,FacilitySecurity,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
0,LeftJoin,MultiCast,xml260.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = FinancialReports.ReportID ,FinancialReports,FinancialReports,SalesPerformance,ProcessedFinancialReports
0,OuterJoin,MultiCast,xml260.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = SalesPerformance.ReportID ,SalesPerformance,FinancialReports,SalesPerformance,ProcessedFinancialReports
5,RightJoin,UnionAll,xml261.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ForecastingData.DataID ,ForecastingData,ForecastingData,ExpenseReports,ProcessedForecastingData
5,OuterJoin,MergeJoin,xml261.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ExpenseReports.DataID ,ExpenseReports,ForecastingData,ExpenseReports,ProcessedForecastingData
5,InnerJoin,MergeJoin,xml262.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GlobalTradeCompliance.ComplianceID ,GlobalTradeCompliance,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
5,RightJoin,MergeJoin,xml262.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GovernmentRegulations.ComplianceID ,GovernmentRegulations,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
1,OuterJoin,Merge,xml263.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = InventoryStatus.StatusID ,InventoryStatus,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
1,RightJoin,MultiCast,xml263.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = ShipmentTracking.StatusID ,ShipmentTracking,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
2,OuterJoin,Sort,xml264.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = LostAndFound.ItemID ,LostAndFound,LostAndFound,QualityControl,ProcessedLostAndFound
2,OuterJoin,MergeJoin,xml264.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = QualityControl.ItemID ,QualityControl,LostAndFound,QualityControl,ProcessedLostAndFound
2,LeftJoin,LookUp,xml265.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketExpansionStrategies.StrategyID ,MarketExpansionStrategies,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
5,OuterJoin,MultiCast,xml265.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketingCampaigns.StrategyID ,MarketingCampaigns,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
4,LeftJoin,Sort,xml266.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketResearchData.ResearchID ,MarketResearchData,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
4,OuterJoin,MergeJoin,xml266.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketTrendsAnalysis.ResearchID ,MarketTrendsAnalysis,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
2,RightJoin,Sort,xml267.xml,ProductData.BillingID  = InventoryData.BillingID ,MergedData.FulfillmentID  = OrderFulfillment.FulfillmentID ,OrderFulfillment,OrderFulfillment,OrderBilling,ProcessedOrderFulfillment
2,LeftJoin,MultiCast,xml267.xml,ProductData.BillingID  = InventoryData.BillingID ,MergedData.FulfillmentID  = OrderBilling.FulfillmentID ,OrderBilling,OrderFulfillment,OrderBilling,ProcessedOrderFulfillment
3,RightJoin,Merge,xml268.xml,ProductData.ItemDetailID  = InventoryData.ItemDetailID ,MergedData.OrderHistoryID  = OrderHistory.OrderHistoryID ,OrderHistory,OrderHistory,OrderItemDetails,ProcessedOrderHistory
3,RightJoin,LookUp,xml268.xml,ProductData.ItemDetailID  = InventoryData.ItemDetailID ,MergedData.OrderHistoryID  = OrderItemDetails.OrderHistoryID ,OrderItemDetails,OrderHistory,OrderItemDetails,ProcessedOrderHistory
4,RightJoin,UnionAll,xml269.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.AttributeID  = ProductAttributes.AttributeID ,ProductAttributes,ProductAttributes,ProductPricing,ProcessedProductAttributes
4,InnerJoin,UnionAll,xml269.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.AttributeID  = ProductPricing.AttributeID ,ProductPricing,ProductAttributes,ProductPricing,ProcessedProductAttributes
2,OuterJoin,LookUp,xml270.xml,ProductData.ContactID  = InventoryData.ContactID ,MergedData.ContactID   = ProductCatalog.ContactID  ,ProductCatalog,ProductCatalog,SupplierContact,ProcessedProductCatalog
2,InnerJoin,MultiCast,xml270.xml,ProductData.ContactID  = InventoryData.ContactID ,MergedData.ContactID   = SupplierContact.ContactID  ,SupplierContact,ProductCatalog,SupplierContact,ProcessedProductCatalog
0,LeftJoin,Sort,xml271.xml,ProductData.FeedbackID  = InventoryData.FeedbackID ,MergedData.ReviewID  = ProductReviews.ReviewID ,ProductReviews,ProductReviews,CustomerFeedback,ProcessedProductReviews
0,RightJoin,Merge,xml271.xml,ProductData.FeedbackID  = InventoryData.FeedbackID ,MergedData.ReviewID  = CustomerFeedback.ReviewID ,CustomerFeedback,ProductReviews,CustomerFeedback,ProcessedProductReviews
5,OuterJoin,MultiCast,xml272.xml,ProductData.AdjustmentID  = InventoryData.AdjustmentID ,MergedData.ReturnID  = ReturnsHistory.ReturnID ,ReturnsHistory,ReturnsHistory,PriceAdjustments,ProcessedReturnsHistory
5,RightJoin,MultiCast,xml272.xml,ProductData.AdjustmentID  = InventoryData.AdjustmentID ,MergedData.ReturnID  = PriceAdjustments.ReturnID ,PriceAdjustments,ReturnsHistory,PriceAdjustments,ProcessedReturnsHistory
2,LeftJoin,LookUp,xml273.xml,ProductData.EmployeeID  = InventoryData.EmployeeID ,MergedData.LocationID  = StoreLocation.LocationID ,StoreLocation,StoreLocation,EmployeeDetails,ProcessedStoreLocation
2,OuterJoin,LookUp,xml273.xml,ProductData.EmployeeID  = InventoryData.EmployeeID ,MergedData.LocationID  = EmployeeDetails.LocationID ,EmployeeDetails,StoreLocation,EmployeeDetails,ProcessedStoreLocation
0,InnerJoin,Merge,xml274.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ContractID  = VendorContracts.ContractID ,VendorContracts,VendorContracts,SupplierPerformance,ProcessedVendorContracts
0,OuterJoin,Sort,xml274.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ContractID  = SupplierPerformance.ContractID ,SupplierPerformance,VendorContracts,SupplierPerformance,ProcessedVendorContracts
2,InnerJoin,Sort,xml275.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = WarehouseLocation.WarehouseID ,WarehouseLocation,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,InnerJoin,MergeJoin,xml275.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = RentalEquipment.WarehouseID ,RentalEquipment,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,LeftJoin,MergeJoin,xml276.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer. FirstName ,customer,customer,customer_address,Processedcustomer
2,LeftJoin,UnionAll,xml276.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer_address. FirstName ,customer_address,customer,customer_address,Processedcustomer
4,LeftJoin,Merge,xml277.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = CustomerInformation.CustomerInfoID ,CustomerInformation,CustomerInformation,AccountDetails,ProcessedCustomerInformation
4,InnerJoin,Sort,xml277.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = AccountDetails.CustomerInfoID ,AccountDetails,CustomerInformation,AccountDetails,ProcessedCustomerInformation
0,LeftJoin,Sort,xml278.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = CustomerRequests.RequestID ,CustomerRequests,CustomerRequests,LoanDetails,ProcessedCustomerRequests
0,RightJoin,Sort,xml278.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = LoanDetails.RequestID ,LoanDetails,CustomerRequests,LoanDetails,ProcessedCustomerRequests
1,LeftJoin,MergeJoin,xml279.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = CreditCardDetails.CardID ,CreditCardDetails,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
1,InnerJoin,LookUp,xml279.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = TransactionHistory.CardID ,TransactionHistory,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
2,OuterJoin,MultiCast,xml280.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = CustomerCustomerOrders.OrderID ,CustomerCustomerOrders,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
2,RightJoin,MultiCast,xml280.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = OrderDetails.OrderID ,OrderDetails,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
4,InnerJoin,Merge,xml281.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = PurchasePurchaseOrders.PurchaseOrderID ,PurchasePurchaseOrders,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
4,RightJoin,MultiCast,xml281.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = ShipmentRecords.PurchaseOrderID ,ShipmentRecords,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
5,LeftJoin,LookUp,xml282.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = EmployeeEmployeeOrders.EmployeeOrderID ,EmployeeEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
